,Ratings,Full_review
22447,5,Nic camera
22448,4,Nice product
22449,3,Good for beginners.
22450,5,Great
22451,5,Good
22452,4,Good
22453,5,Nice product
22454,3,Good. Not the best.. Auto Focusing time is more.. Photos are not beter than smart phone. Only for study purpose one can use it.
22455,5,A very good experience A steady entry level camera Good photography Good videography with excellent audio record Manual mode is op..🔥
22456,5,"fully satisfited , I am the beginner of dslr I feel really good, but it is not made for professional photographer ."
22457,4,Nice
22458,5,overall ok . awesome camera.. But I didn't get the memory card and camera bag with the camera... should be given in my opinion
22459,5,Good product
22460,4,Good DSLR for beginners but need higher focul length lens to capture long distance picture.
22461,5,Value for money 😀😀 Love it❤️❤️
22462,2,Not good as 1500d
22463,5,"Very good, but they should provide carry bag also"
22464,5,Nice camera 📸 i Love you canon
22465,5,I am very happy of this dslr flipkart always send me good product ❤️❤️❤️❤️
22466,5,Good
22467,3,Pics superr but video not good more.then issues
22468,5,Nice product
22469,5,Best
22470,5,My 1st dslr ..love it...
22471,4,"Camera nice for beginners, need 55-250mm Lens for best quality pic. It's wifi facility working very nicely."
22472,5,Best Camera... In low price.
22473,5,Great 👍 Love it 😊
22474,5,Excellent product in this price range. I love it
22475,5,Value for money very nice product
22476,5,Brilliant for beginners like me…
22477,3,Nice product
22478,4,Very good
22479,5,Good quality and super model...thank you Flipkart
22480,5,Nice
22481,1,Waste less and useless also Flipkart did it itself for resolve issue
22482,5,Thanks job
22483,5,Super camara best DSLR
22484,5,Very good product I am so happy message
22485,4,Nice product 👍
22486,1,Picture clarity is very poor.
22487,5,"Great quality of picture...great price, thanks to Big Billion days offer..."
22488,4,Decent quality image. Great for beginners.
22489,5,Excellent
22490,5,My first DSLR camera thanks flipkart
22491,5,Good!
22492,5,Love this product❤️❤️❤️❤️❤️❤️
22493,5,I love it 😍😍
22494,5,Its simple awesome i just love it😊😊😊😊😘😘
22495,5,Nice camera good picture quality.
22496,2,Good par on bag
22497,5,Awesome
22498,5,Nice product
22499,3,Bad Points :  😏 No Bags / Memory Card Given with the product 😒 Doesn't have port to connect mic 😐 Not suitable for Video recoding  Good Point :  😊 Picture quality is nice with this DSLR. 😍 Price is much less compared to other camera (purchased on BBD 2021)
22500,5,This camera is very cool and very good which i am very happy and the one who came to do jalebi was also very nice Nice
22501,3,"Good product for the price, but increased recently. No bag, no memory card all freebies removed. Not easy to use upon receiving"
22502,5,Awsome products I am waiting to buy since from one year tnq flipkart for Big Billion day... Thank you🙏
22503,5,Nice
22504,4,Good
22505,5,Awesome product
22506,5,Saifurrahaman Nice DSLR wow
22507,5,Best DSLR in entry level segment
22508,5,Best quality.. full HD..
22509,5,Good Qualities
22510,5,Wow so nice 👌😎 canon camera and beautiful clearity for this camera thanks for filipcart good and best products thanks for filipcart and your team and best saller
22511,5,Best DSLR for beginners with good price range.
22512,4,Thank you flipkart
22513,5,"Good product picture quality is great, good one for beginner"
22514,5,Nice
22515,4,Very nice looking and quality
22516,5,Very good. Just loving it. Clicked many pictures with the camera already 🤣
22517,2,Super
22518,5,Good product
22519,5,Nice Camera
22520,4,Product was awesome but I didn't receive free 16GB SD card
22521,3,Camera was perfect but I think price should be a little less.. Overall OK...
22522,5,Good camera
22523,5,Awesome 😎
22524,5,Good Quality Worth of Money Starting Level user best camera
22525,1,Worest site
22526,4,Best for Begeniears
22527,3,GOOD
22528,5,Awesome
22529,3,Not bad
22530,4,Nice 👍
22531,5,Best product at this price range
22532,5,Nice quality camera dangerous pic
22533,5,Superb product! Totally worth the money
22534,1,Awesome product
22535,5,Best dslr and pocket friendly.
22536,5,Camera is very nice but filpcars is vary bad application without any info cancal my order it's a very bhikar application... plz don't order in filpcard
22537,5,Amazing results
22538,1,Properly not working zoom and price also high I will return this product
22539,5,"Very nice product, as I am a fresher there are lots of things to do with this machine 😀"
22540,3,OK
22541,5,Super quality..........
22542,5,Cannon 3000D
22543,1,Do not by the product the battery backup is very bad and camera was low blur and there Delivery was slow ahe bad services
22544,5,Good
22545,4,Its product is very nice
22546,5,Love the at this price point value form money product
22547,5,Nice
22548,5,For beginners it's too good
22549,5,Nice camera photo is good battery backup is good
22550,5,No 1 camara Canon EOS 3000D
22551,5,Super value for money. Amazing deal. Highly recommended.
22552,3,Picture quality is ok .
22553,5,It's absolutely best for beginners
22554,5,Good
22555,5,Just amazing battery backup 👌💯
22556,4,Overall good DLS. Display panel could have been better
22557,2,nice but lens will no clarity
22558,5,DSLR quality photos 18 MP with CMOS sensor Memory card was not included.
22559,4,Nice
22560,1,Worst camera
22561,1,Very bad 😑
22562,4,Nice product in low budget
22563,5,Super camera
22564,5,Best
22565,5,Money is worthy..🔥
22566,4,Good deal
22567,4,Camera is good but seller has to provide memory card also
22568,5,Nice Product..
22569,5,Good quality
22570,1,Worst experience
22571,5,Quality is super I like very much
22572,5,Good
22573,5,Best budget dslr ever... Awesome pictures quality.. Thank you flipkart... ❤canon❤
22574,5,Camera is osm....
22575,5,Most beautiful
22576,5,Good for beginners.
22577,3,Beginners camera point and shoot only manual settings are not accurate
22578,5,Best for basic learner.
22579,5,Very nice
22580,5,Super
22581,4,Good product and worthy by price..easy to handy as a beginner happy with camera features and picture quality🙂
22582,1,Image Quality is bad
22583,4,Photo quality is best in this price
22584,5,Nice product 😍
22585,5,Very nice
22586,5,Excellent camera. Easy to operate.
22587,5,No bag and memory car
22588,5,Very nice camera
22589,5,Is good working
22590,4,Supper
22591,5,23162 INR GOOD CAMERA. FOR BEGAIMER
22592,5,Very nice camera
22593,5,Best camera 👍
22594,5,Best product but not included camera bag
22595,5,Good quality
22596,4,Camera is good for beginners and I have not received SD memory card slot .no attach memory you want to buy yourself. I have received camera for 20999 in offer but not memory card is not there
22597,5,It’s a amazing product and easy to use budget dslr .the entire level Phorography camera
22598,5,"Awesome purchase.. bought it for 19,999 in flipkart sale... Thanks to flipkart.."
22599,5,Wow nice 😍😍
22600,4,Delivered in two days. Got it for 19999 in a deal. No bag and memory card in package as described by other users in reviews. Pics are decent and you can go for quality lens if the given lens are not satisfied. Pics in low light are not great and decent pics with natural day light.  Overall it's a nice camera with good price for beginners to start with and you can learn the tips from canon website or else from youtube.
22601,5,Best dslr at this price segment amazing picture Collett Happy for it. But bag and memory Card was not included in box. It needs to be puchase sepratly. I bot this for 20000
22602,5,Good
22603,5,Great
22604,5,Veery good quality product best dslr in this price.
22605,5,Worth for the money simply superb for the beginers
22606,1,"Picture quality is bad, mobile camera is better than this dslr"
22607,5,Super quality product 👍 and so valuable item. amazing
22608,5,Excellent product
22609,5,Nice camera value for money my review editing and without editing photo
22610,5,Very nice 🙂
22611,5,Good quality.. Canon... But in side no memory card
22612,5,Nice camera for photography
22613,4,Nice
22614,5,Excellent product ❤️ it 😌
22615,5,But the price is so high
22616,5,Image quality is best 👍
22617,5,Good light weight
22618,5,Tq bro
22619,5,Good product amazing product
22620,5,Best
22621,5,"Excellent camera, I am satisfied with Canon 3000"
22622,4,Super
22623,5,One of the best budget dslr for freshers..
